ResponseID,Mode,gender,age,Stimulus,RecommendationFollowed
R_3FW3zHl1bjeqsEe,PermanentVisual,2,26,hotel,0
R_3FW3zHl1bjeqsEe,PermanentVisual,2,26,shampoo,0
R_3FW3zHl1bjeqsEe,PermanentVisual,2,26,toaster,1
R_3fWcabSWaXHDPc4,Auditory,2,62,brownies,1
R_3fWcabSWaXHDPc4,Auditory,2,62,hotel,1
R_3fWcabSWaXHDPc4,Auditory,2,62,shampoo,1
R_3fWcabSWaXHDPc4,Auditory,2,62,toaster,0
R_3fwvovlDGWPBpAx,DisappearingVisual,1,31,brownies,1
R_3fwvovlDGWPBpAx,DisappearingVisual,1,31,hotel,1
R_3fwvovlDGWPBpAx,DisappearingVisual,1,31,shampoo,1
R_3fwvovlDGWPBpAx,DisappearingVisual,1,31,toaster,1
R_3FXX3ZODDDXhFFS,Auditory,1,30,brownies,0
R_3FXX3ZODDDXhFFS,Auditory,1,30,hotel,1
R_3FXX3ZODDDXhFFS,Auditory,1,30,shampoo,0
R_3FXX3ZODDDXhFFS,Auditory,1,30,toaster,1
R_3fYMlNVUqY3cBrU,DisappearingVisual,1,28,brownies,1
R_3fYMlNVUqY3cBrU,DisappearingVisual,1,28,hotel,1
R_3fYMlNVUqY3cBrU,DisappearingVisual,1,28,shampoo,1
R_3fYMlNVUqY3cBrU,DisappearingVisual,1,28,toaster,1
R_3G0Viy8CDIvrUfa,PermanentVisual,2,28,brownies,0
R_3G0Viy8CDIvrUfa,PermanentVisual,2,28,hotel,0
R_3G0Viy8CDIvrUfa,PermanentVisual,2,28,shampoo,0
R_3G0Viy8CDIvrUfa,PermanentVisual,2,28,toaster,0
R_3g1U50PT0YjsEfp,PermanentVisual,2,26,brownies,1
R_3g1U50PT0YjsEfp,PermanentVisual,2,26,hotel,0
R_3g1U50PT0YjsEfp,PermanentVisual,2,26,shampoo,0
R_3g1U50PT0YjsEfp,PermanentVisual,2,26,toaster,0
R_3G26FI6zjKgFGOP,PermanentVisual,2,30,brownies,0
R_3G26FI6zjKgFGOP,PermanentVisual,2,30,hotel,1
R_3G26FI6zjKgFGOP,PermanentVisual,2,30,shampoo,0
R_3G26FI6zjKgFGOP,PermanentVisual,2,30,toaster,0
R_3G2ICMR4UVzclay,DisappearingVisual,1,31,brownies,1
R_3G2ICMR4UVzclay,DisappearingVisual,1,31,hotel,1
R_3G2ICMR4UVzclay,DisappearingVisual,1,31,shampoo,0
R_3G2ICMR4UVzclay,DisappearingVisual,1,31,toaster,1
R_3g7AKZWVGILn7Wt,PermanentVisual,1,30,brownies,0
R_3g7AKZWVGILn7Wt,PermanentVisual,1,30,hotel,1
R_3g7AKZWVGILn7Wt,PermanentVisual,1,30,shampoo,0
R_3g7AKZWVGILn7Wt,PermanentVisual,1,30,toaster,0
R_3g8iijz4N0609JG,Auditory,2,26,brownies,1
R_3g8iijz4N0609JG,Auditory,2,26,hotel,1
R_3g8iijz4N0609JG,Auditory,2,26,shampoo,1
R_3g8iijz4N0609JG,Auditory,2,26,toaster,1
R_3Gd0q5v1GFcqMY6,DisappearingVisual,2,18,brownies,1
R_3Gd0q5v1GFcqMY6,DisappearingVisual,2,18,hotel,1
R_3Gd0q5v1GFcqMY6,DisappearingVisual,2,18,shampoo,1
R_3Gd0q5v1GFcqMY6,DisappearingVisual,2,18,toaster,1
R_3GDhIUwslpTA9jG,DisappearingVisual,2,66,brownies,1
R_3GDhIUwslpTA9jG,DisappearingVisual,2,66,hotel,1
R_3GDhIUwslpTA9jG,DisappearingVisual,2,66,shampoo,1
R_3GDhIUwslpTA9jG,DisappearingVisual,2,66,toaster,1
R_3Ge67Os9EeooSsU,PermanentVisual,1,27,brownies,0
R_3Ge67Os9EeooSsU,PermanentVisual,1,27,hotel,1
R_3Ge67Os9EeooSsU,PermanentVisual,1,27,shampoo,0
R_3Ge67Os9EeooSsU,PermanentVisual,1,27,toaster,1
R_3Ge9TXbQJCcOLEr,DisappearingVisual,2,76,brownies,1
R_3Ge9TXbQJCcOLEr,DisappearingVisual,2,76,hotel,0
R_3Ge9TXbQJCcOLEr,DisappearingVisual,2,76,shampoo,0
R_3Ge9TXbQJCcOLEr,DisappearingVisual,2,76,toaster,0
R_3Gg4Z6BwKpYgGkE,PermanentVisual,1,70,brownies,0
R_3Gg4Z6BwKpYgGkE,PermanentVisual,1,70,hotel,0
R_3Gg4Z6BwKpYgGkE,PermanentVisual,1,70,shampoo,0
R_3Gg4Z6BwKpYgGkE,PermanentVisual,1,70,toaster,0
R_3gMBwRheqFBRt5y,Auditory,2,30,brownies,1
R_3gMBwRheqFBRt5y,Auditory,2,30,hotel,1
R_3gMBwRheqFBRt5y,Auditory,2,30,shampoo,1
R_3gMBwRheqFBRt5y,Auditory,2,30,toaster,1
R_3gMHieair4kGd2d,PermanentVisual,1,30,brownies,0
R_3gMHieair4kGd2d,PermanentVisual,1,30,hotel,0
R_3gMHieair4kGd2d,PermanentVisual,1,30,shampoo,0
R_3gMHieair4kGd2d,PermanentVisual,1,30,toaster,1
R_3gOumjZ8uPqgH1l,PermanentVisual,2,60,brownies,0
R_3gOumjZ8uPqgH1l,PermanentVisual,2,60,hotel,0
R_3gOumjZ8uPqgH1l,PermanentVisual,2,60,shampoo,0
R_3gOumjZ8uPqgH1l,PermanentVisual,2,60,toaster,0
R_3GqfdHAyNl4TIbg,Auditory,2,43,brownies,0
R_3GqfdHAyNl4TIbg,Auditory,2,43,hotel,1
R_3GqfdHAyNl4TIbg,Auditory,2,43,shampoo,0
R_3GqfdHAyNl4TIbg,Auditory,2,43,toaster,1
R_3gRsGKDfdboKCD7,DisappearingVisual,2,32,brownies,1
R_3gRsGKDfdboKCD7,DisappearingVisual,2,32,hotel,1
R_3gRsGKDfdboKCD7,DisappearingVisual,2,32,shampoo,0
R_3gRsGKDfdboKCD7,DisappearingVisual,2,32,toaster,0
R_3GrXmBrUz2tHK96,DisappearingVisual,2,34,brownies,1
R_3GrXmBrUz2tHK96,DisappearingVisual,2,34,hotel,1
R_3GrXmBrUz2tHK96,DisappearingVisual,2,34,shampoo,0
R_3GrXmBrUz2tHK96,DisappearingVisual,2,34,toaster,0
R_3Gs42N9PitZXHyw,Auditory,2,47,brownies,1
R_3Gs42N9PitZXHyw,Auditory,2,47,hotel,0
R_3Gs42N9PitZXHyw,Auditory,2,47,shampoo,0
R_3Gs42N9PitZXHyw,Auditory,2,47,toaster,0
R_3gTrkVZ8uymOJUt,DisappearingVisual,2,24,brownies,1
R_3gTrkVZ8uymOJUt,DisappearingVisual,2,24,hotel,1
R_3gTrkVZ8uymOJUt,DisappearingVisual,2,24,shampoo,1
R_3gTrkVZ8uymOJUt,DisappearingVisual,2,24,toaster,1
R_3gTxoNNP9vOGeJv,Auditory,1,56,brownies,0
R_3gTxoNNP9vOGeJv,Auditory,1,56,hotel,1
R_3gTxoNNP9vOGeJv,Auditory,1,56,shampoo,0
R_3gTxoNNP9vOGeJv,Auditory,1,56,toaster,1
R_3gUfo0t9KePlAjZ,PermanentVisual,1,23,brownies,1
R_3gUfo0t9KePlAjZ,PermanentVisual,1,23,hotel,1
R_3gUfo0t9KePlAjZ,PermanentVisual,1,23,shampoo,0
R_3gUfo0t9KePlAjZ,PermanentVisual,1,23,toaster,1
R_3GvlVWLCgmdAN0o,PermanentVisual,2,40,brownies,1
R_3GvlVWLCgmdAN0o,PermanentVisual,2,40,hotel,1
R_3GvlVWLCgmdAN0o,PermanentVisual,2,40,shampoo,1
R_3GvlVWLCgmdAN0o,PermanentVisual,2,40,toaster,1
R_3GvuUdOnbS7125W,PermanentVisual,2,63,brownies,1
R_3GvuUdOnbS7125W,PermanentVisual,2,63,hotel,0
R_3GvuUdOnbS7125W,PermanentVisual,2,63,shampoo,1
R_3GvuUdOnbS7125W,PermanentVisual,2,63,toaster,0
R_3GvxIXMPZaKqR58,DisappearingVisual,2,22,brownies,1
R_3GvxIXMPZaKqR58,DisappearingVisual,2,22,hotel,0
R_3GvxIXMPZaKqR58,DisappearingVisual,2,22,shampoo,0
R_3GvxIXMPZaKqR58,DisappearingVisual,2,22,toaster,1
R_3GwzwabTfQWLt04,DisappearingVisual,1,44,brownies,0
R_3GwzwabTfQWLt04,DisappearingVisual,1,44,hotel,1
R_3GwzwabTfQWLt04,DisappearingVisual,1,44,shampoo,0
R_3GwzwabTfQWLt04,DisappearingVisual,1,44,toaster,1
R_3Gx3wM5x0Qzgg3y,Auditory,2,25,brownies,1
R_3Gx3wM5x0Qzgg3y,Auditory,2,25,hotel,1
R_3Gx3wM5x0Qzgg3y,Auditory,2,25,shampoo,0
R_3Gx3wM5x0Qzgg3y,Auditory,2,25,toaster,0
R_3GxkH6EOjawzMWI,DisappearingVisual,1,28,brownies,1
R_3GxkH6EOjawzMWI,DisappearingVisual,1,28,hotel,1
R_3GxkH6EOjawzMWI,DisappearingVisual,1,28,shampoo,1
R_3GxkH6EOjawzMWI,DisappearingVisual,1,28,toaster,1
R_3h3CVnpeuq2AtwC,DisappearingVisual,2,32,brownies,1
R_3h3CVnpeuq2AtwC,DisappearingVisual,2,32,hotel,1
R_3h3CVnpeuq2AtwC,DisappearingVisual,2,32,shampoo,1
R_3h3CVnpeuq2AtwC,DisappearingVisual,2,32,toaster,1
R_3h3i7vHoyinirMQ,PermanentVisual,2,29,brownies,1
R_3h3i7vHoyinirMQ,PermanentVisual,2,29,hotel,1
R_3h3i7vHoyinirMQ,PermanentVisual,2,29,shampoo,1
R_3h3i7vHoyinirMQ,PermanentVisual,2,29,toaster,1
R_3h5bxLk6LLOON7M,Auditory,2,39,brownies,1
R_3h5bxLk6LLOON7M,Auditory,2,39,hotel,1
R_3h5bxLk6LLOON7M,Auditory,2,39,shampoo,0
R_3h5bxLk6LLOON7M,Auditory,2,39,toaster,0
R_3h5T7rFPlcnFlw5,PermanentVisual,1,69,brownies,0
R_3h5T7rFPlcnFlw5,PermanentVisual,1,69,hotel,0
R_3h5T7rFPlcnFlw5,PermanentVisual,1,69,shampoo,0
R_3h5T7rFPlcnFlw5,PermanentVisual,1,69,toaster,1
R_3h6Jr1dVVbhAHDb,PermanentVisual,2,26,brownies,0
R_3h6Jr1dVVbhAHDb,PermanentVisual,2,26,hotel,0
R_3h6Jr1dVVbhAHDb,PermanentVisual,2,26,shampoo,0
R_3h6Jr1dVVbhAHDb,PermanentVisual,2,26,toaster,0
R_3hA4PIorIMAnlmI,DisappearingVisual,1,31,brownies,0
R_3hA4PIorIMAnlmI,DisappearingVisual,1,31,hotel,0
R_3hA4PIorIMAnlmI,DisappearingVisual,1,31,shampoo,1
R_3hA4PIorIMAnlmI,DisappearingVisual,1,31,toaster,1
R_3hAB8g29sn7nY8o,Auditory,2,38,brownies,1
R_3hAB8g29sn7nY8o,Auditory,2,38,hotel,0
R_3hAB8g29sn7nY8o,Auditory,2,38,shampoo,0
R_3hAB8g29sn7nY8o,Auditory,2,38,toaster,1
R_3hamP85XYyCmhUV,DisappearingVisual,1,32,brownies,1
R_3hamP85XYyCmhUV,DisappearingVisual,1,32,hotel,1
R_3hamP85XYyCmhUV,DisappearingVisual,1,32,shampoo,1
R_3hamP85XYyCmhUV,DisappearingVisual,1,32,toaster,1
R_3hAW3AcPUUcfFqk,Auditory,2,76,brownies,0
R_3hAW3AcPUUcfFqk,Auditory,2,76,hotel,0
R_3hAW3AcPUUcfFqk,Auditory,2,76,shampoo,1
R_3hAW3AcPUUcfFqk,Auditory,2,76,toaster,0
R_3HBU4cOKKjkR2oa,PermanentVisual,2,57,brownies,0
R_3HBU4cOKKjkR2oa,PermanentVisual,2,57,hotel,0
R_3HBU4cOKKjkR2oa,PermanentVisual,2,57,shampoo,0
R_3HBU4cOKKjkR2oa,PermanentVisual,2,57,toaster,0
R_3hc1M9y1uG2jssP,PermanentVisual,2,19,brownies,1
R_3hc1M9y1uG2jssP,PermanentVisual,2,19,hotel,0
R_3hc1M9y1uG2jssP,PermanentVisual,2,19,shampoo,1
R_3hc1M9y1uG2jssP,PermanentVisual,2,19,toaster,1
R_3hcrDTsfoWltdFH,PermanentVisual,1,54,brownies,1
R_3hcrDTsfoWltdFH,PermanentVisual,1,54,hotel,1
R_3hcrDTsfoWltdFH,PermanentVisual,1,54,shampoo,1
R_3hcrDTsfoWltdFH,PermanentVisual,1,54,toaster,1
R_3HFDX2K8UmsDnKV,Auditory,1,50,brownies,1
R_3HFDX2K8UmsDnKV,Auditory,1,50,hotel,0
R_3HFDX2K8UmsDnKV,Auditory,1,50,shampoo,0
R_3HFDX2K8UmsDnKV,Auditory,1,50,toaster,1
R_3HGldh3BeY3HcQv,DisappearingVisual,1,72,brownies,0
R_3HGldh3BeY3HcQv,DisappearingVisual,1,72,hotel,0
R_3HGldh3BeY3HcQv,DisappearingVisual,1,72,shampoo,1
R_3HGldh3BeY3HcQv,DisappearingVisual,1,72,toaster,0
R_3hgpOPDHcnUAq29,DisappearingVisual,1,31,brownies,0
R_3hgpOPDHcnUAq29,DisappearingVisual,1,31,hotel,0
R_3hgpOPDHcnUAq29,DisappearingVisual,1,31,shampoo,1
R_3hgpOPDHcnUAq29,DisappearingVisual,1,31,toaster,1
R_3hgXX7xKuGqMccq,Auditory,2,65,brownies,0
R_3hgXX7xKuGqMccq,Auditory,2,65,hotel,0
R_3hgXX7xKuGqMccq,Auditory,2,65,shampoo,0
R_3hgXX7xKuGqMccq,Auditory,2,65,toaster,1
R_3HHcIx0EaW3VbJ1,PermanentVisual,2,20,brownies,0
R_3HHcIx0EaW3VbJ1,PermanentVisual,2,20,hotel,0
R_3HHcIx0EaW3VbJ1,PermanentVisual,2,20,shampoo,0
R_3HHcIx0EaW3VbJ1,PermanentVisual,2,20,toaster,0
R_3hi31IqA95ZH0mK,Auditory,2,30,brownies,1
R_3hi31IqA95ZH0mK,Auditory,2,30,hotel,1
R_3hi31IqA95ZH0mK,Auditory,2,30,shampoo,1
R_3hi31IqA95ZH0mK,Auditory,2,30,toaster,1
R_3His1WUJb5sfoVg,Auditory,1,35,brownies,1
R_3His1WUJb5sfoVg,Auditory,1,35,hotel,0
R_3His1WUJb5sfoVg,Auditory,1,35,shampoo,1
R_3His1WUJb5sfoVg,Auditory,1,35,toaster,0
R_3HiVjGyFUakH27Y,PermanentVisual,1,26,brownies,0
R_3HiVjGyFUakH27Y,PermanentVisual,1,26,hotel,0
R_3HiVjGyFUakH27Y,PermanentVisual,1,26,shampoo,1
R_3HiVjGyFUakH27Y,PermanentVisual,1,26,toaster,0
R_3HjfNA4VErlt38D,DisappearingVisual,2,54,brownies,1
R_3HjfNA4VErlt38D,DisappearingVisual,2,54,hotel,1
R_3HjfNA4VErlt38D,DisappearingVisual,2,54,shampoo,0
R_3HjfNA4VErlt38D,DisappearingVisual,2,54,toaster,1
R_3HjNCfqxCMPGwPG,PermanentVisual,2,53,brownies,0
R_3HjNCfqxCMPGwPG,PermanentVisual,2,53,hotel,0
R_3HjNCfqxCMPGwPG,PermanentVisual,2,53,shampoo,0
R_3HjNCfqxCMPGwPG,PermanentVisual,2,53,toaster,1
R_3HLmbPN26q6Ya3h,DisappearingVisual,1,31,brownies,1
R_3HLmbPN26q6Ya3h,DisappearingVisual,1,31,hotel,1
R_3HLmbPN26q6Ya3h,DisappearingVisual,1,31,shampoo,1
R_3HLmbPN26q6Ya3h,DisappearingVisual,1,31,toaster,1
R_3HncqXOz2LcG5br,PermanentVisual,2,51,brownies,1
R_3HncqXOz2LcG5br,PermanentVisual,2,51,hotel,1
R_3HncqXOz2LcG5br,PermanentVisual,2,51,shampoo,1
R_3HncqXOz2LcG5br,PermanentVisual,2,51,toaster,1
R_3hrPcCZ28wMea4A,DisappearingVisual,2,32,brownies,0
R_3hrPcCZ28wMea4A,DisappearingVisual,2,32,hotel,1
R_3hrPcCZ28wMea4A,DisappearingVisual,2,32,shampoo,0
R_3hrPcCZ28wMea4A,DisappearingVisual,2,32,toaster,1
R_3Ht7CnTTx0WCY5Q,PermanentVisual,2,63,brownies,1
R_3Ht7CnTTx0WCY5Q,PermanentVisual,2,63,hotel,0
R_3Ht7CnTTx0WCY5Q,PermanentVisual,2,63,shampoo,0
R_3Ht7CnTTx0WCY5Q,PermanentVisual,2,63,toaster,0
R_3HtaJfgG7vaLhhM,PermanentVisual,2,51,brownies,0
R_3HtaJfgG7vaLhhM,PermanentVisual,2,51,hotel,1
R_3HtaJfgG7vaLhhM,PermanentVisual,2,51,shampoo,0
R_3HtaJfgG7vaLhhM,PermanentVisual,2,51,toaster,0
R_3htenFoJP4lwtIb,DisappearingVisual,2,33,brownies,1
R_3htenFoJP4lwtIb,DisappearingVisual,2,33,hotel,1
R_3htenFoJP4lwtIb,DisappearingVisual,2,33,shampoo,1
R_3htenFoJP4lwtIb,DisappearingVisual,2,33,toaster,1
R_3HTuSwcuWquJ4r6,Auditory,2,44,brownies,0
R_3HTuSwcuWquJ4r6,Auditory,2,44,hotel,0
R_3HTuSwcuWquJ4r6,Auditory,2,44,shampoo,0
R_3HTuSwcuWquJ4r6,Auditory,2,44,toaster,0
R_3HuKPw6vsSMpzUa,PermanentVisual,1,25,brownies,1
R_3HuKPw6vsSMpzUa,PermanentVisual,1,25,hotel,1
R_3HuKPw6vsSMpzUa,PermanentVisual,1,25,shampoo,1
R_3HuKPw6vsSMpzUa,PermanentVisual,1,25,toaster,1
R_3huOjtEz05lrJ3e,DisappearingVisual,1,35,brownies,1
R_3huOjtEz05lrJ3e,DisappearingVisual,1,35,hotel,1
R_3huOjtEz05lrJ3e,DisappearingVisual,1,35,shampoo,1
R_3huOjtEz05lrJ3e,DisappearingVisual,1,35,toaster,1
R_3huTzAwG42rj5rI,PermanentVisual,2,63,brownies,0
R_3huTzAwG42rj5rI,PermanentVisual,2,63,hotel,1
R_3huTzAwG42rj5rI,PermanentVisual,2,63,shampoo,0
R_3huTzAwG42rj5rI,PermanentVisual,2,63,toaster,1
R_3HXgJJgNn5q2n2u,DisappearingVisual,1,23,brownies,0
R_3HXgJJgNn5q2n2u,DisappearingVisual,1,23,hotel,1
R_3HXgJJgNn5q2n2u,DisappearingVisual,1,23,shampoo,1
R_3HXgJJgNn5q2n2u,DisappearingVisual,1,23,toaster,0
R_3hxXFUX4du8M3cK,Auditory,1,25,brownies,0
R_3hxXFUX4du8M3cK,Auditory,1,25,hotel,1
R_3hxXFUX4du8M3cK,Auditory,1,25,shampoo,0
R_3hxXFUX4du8M3cK,Auditory,1,25,toaster,1
R_3hymqVHql3OuaaM,PermanentVisual,2,23,brownies,1
R_3hymqVHql3OuaaM,PermanentVisual,2,23,hotel,0
R_3hymqVHql3OuaaM,PermanentVisual,2,23,shampoo,0
R_3hymqVHql3OuaaM,PermanentVisual,2,23,toaster,0
R_3HZIiHGwG4wlyK1,Auditory,2,31,brownies,0
R_3HZIiHGwG4wlyK1,Auditory,2,31,hotel,1
R_3HZIiHGwG4wlyK1,Auditory,2,31,shampoo,0
R_3HZIiHGwG4wlyK1,Auditory,2,31,toaster,0
R_3I5AuBEjOQtUMmE,PermanentVisual,2,33,brownies,0
R_3I5AuBEjOQtUMmE,PermanentVisual,2,33,hotel,1
R_3I5AuBEjOQtUMmE,PermanentVisual,2,33,shampoo,0
R_3I5AuBEjOQtUMmE,PermanentVisual,2,33,toaster,0
R_3I5nuftD043r7Iz,Auditory,1,48,brownies,0
R_3I5nuftD043r7Iz,Auditory,1,48,hotel,1
R_3I5nuftD043r7Iz,Auditory,1,48,shampoo,0
R_3I5nuftD043r7Iz,Auditory,1,48,toaster,1
R_3I6TWsXLMqkCZFT,PermanentVisual,2,28,brownies,1
R_3I6TWsXLMqkCZFT,PermanentVisual,2,28,hotel,1
R_3I6TWsXLMqkCZFT,PermanentVisual,2,28,shampoo,1
R_3I6TWsXLMqkCZFT,PermanentVisual,2,28,toaster,1
R_3I9MvkLO0JWD1cw,Auditory,1,69,brownies,0
R_3I9MvkLO0JWD1cw,Auditory,1,69,hotel,1
R_3I9MvkLO0JWD1cw,Auditory,1,69,shampoo,1
R_3I9MvkLO0JWD1cw,Auditory,1,69,toaster,1
R_3IauLQb38WYhj7Z,DisappearingVisual,2,35,brownies,1
R_3IauLQb38WYhj7Z,DisappearingVisual,2,35,hotel,1
R_3IauLQb38WYhj7Z,DisappearingVisual,2,35,shampoo,1
R_3IauLQb38WYhj7Z,DisappearingVisual,2,35,toaster,1
R_3IbCKaZqhLzgacM,Auditory,1,32,brownies,1
R_3IbCKaZqhLzgacM,Auditory,1,32,hotel,1
R_3IbCKaZqhLzgacM,Auditory,1,32,shampoo,0
R_3IbCKaZqhLzgacM,Auditory,1,32,toaster,0
R_3IbZfSwWBjCc3bc,Auditory,1,29,brownies,0
R_3IbZfSwWBjCc3bc,Auditory,1,29,hotel,1
R_3IbZfSwWBjCc3bc,Auditory,1,29,shampoo,1
R_3IbZfSwWBjCc3bc,Auditory,1,29,toaster,0
R_3iEAAswibaCdOdY,Auditory,2,54,brownies,0
R_3iEAAswibaCdOdY,Auditory,2,54,hotel,0
R_3iEAAswibaCdOdY,Auditory,2,54,shampoo,0
R_3iEAAswibaCdOdY,Auditory,2,54,toaster,0
R_3iEyAApYsRkWT2n,Auditory,1,29,brownies,1
R_3iEyAApYsRkWT2n,Auditory,1,29,hotel,0
R_3iEyAApYsRkWT2n,Auditory,1,29,shampoo,0
R_3iEyAApYsRkWT2n,Auditory,1,29,toaster,0
R_3iFjwYRqOGwNKns,DisappearingVisual,2,59,brownies,0
R_3iFjwYRqOGwNKns,DisappearingVisual,2,59,hotel,0
R_3iFjwYRqOGwNKns,DisappearingVisual,2,59,shampoo,0
R_3iFjwYRqOGwNKns,DisappearingVisual,2,59,toaster,1
R_3ijTQidqGh8WUGI,PermanentVisual,2,26,brownies,0
R_3ijTQidqGh8WUGI,PermanentVisual,2,26,hotel,0
R_3ijTQidqGh8WUGI,PermanentVisual,2,26,shampoo,0
R_3ijTQidqGh8WUGI,PermanentVisual,2,26,toaster,0
R_3iKCLkPZDNO9Qgj,DisappearingVisual,2,32,brownies,0
R_3iKCLkPZDNO9Qgj,DisappearingVisual,2,32,hotel,0
R_3iKCLkPZDNO9Qgj,DisappearingVisual,2,32,shampoo,1
R_3iKCLkPZDNO9Qgj,DisappearingVisual,2,32,toaster,0
R_3imL9ZqtKGhiyRl,PermanentVisual,2,28,brownies,0
R_3imL9ZqtKGhiyRl,PermanentVisual,2,28,hotel,1
R_3imL9ZqtKGhiyRl,PermanentVisual,2,28,shampoo,1
R_3imL9ZqtKGhiyRl,PermanentVisual,2,28,toaster,1
R_3iO2ocApENVcXPU,Auditory,1,25,brownies,1
R_3iO2ocApENVcXPU,Auditory,1,25,hotel,1
R_3iO2ocApENVcXPU,Auditory,1,25,shampoo,1
R_3iO2ocApENVcXPU,Auditory,1,25,toaster,1
R_3iOrSbrqrjLWrCn,Auditory,2,37,brownies,0
R_3iOrSbrqrjLWrCn,Auditory,2,37,hotel,1
R_3iOrSbrqrjLWrCn,Auditory,2,37,shampoo,0
R_3iOrSbrqrjLWrCn,Auditory,2,37,toaster,0
R_3iPfWR9lZKl9whl,PermanentVisual,1,37,brownies,1
R_3iPfWR9lZKl9whl,PermanentVisual,1,37,hotel,0
R_3iPfWR9lZKl9whl,PermanentVisual,1,37,shampoo,1
R_3iPfWR9lZKl9whl,PermanentVisual,1,37,toaster,0
R_3IQARlBKOTNVS8I,PermanentVisual,2,32,brownies,0
R_3IQARlBKOTNVS8I,PermanentVisual,2,32,hotel,0
R_3IQARlBKOTNVS8I,PermanentVisual,2,32,shampoo,0
R_3IQARlBKOTNVS8I,PermanentVisual,2,32,toaster,0
R_3iqV1C504vpa3Gj,Auditory,1,29,brownies,0
R_3iqV1C504vpa3Gj,Auditory,1,29,hotel,0
R_3iqV1C504vpa3Gj,Auditory,1,29,shampoo,0
R_3iqV1C504vpa3Gj,Auditory,1,29,toaster,0
R_3iqxoY7dDFTGk4P,DisappearingVisual,2,41,brownies,1
R_3iqxoY7dDFTGk4P,DisappearingVisual,2,41,hotel,1
R_3iqxoY7dDFTGk4P,DisappearingVisual,2,41,shampoo,1
R_3iqxoY7dDFTGk4P,DisappearingVisual,2,41,toaster,1
R_3IR9Ea5zz56Q6DI,DisappearingVisual,2,34,brownies,1
R_3IR9Ea5zz56Q6DI,DisappearingVisual,2,34,hotel,1
R_3IR9Ea5zz56Q6DI,DisappearingVisual,2,34,shampoo,0
R_3IR9Ea5zz56Q6DI,DisappearingVisual,2,34,toaster,1
R_3IRh1dxFxJDtLTT,DisappearingVisual,2,29,brownies,1
R_3IRh1dxFxJDtLTT,DisappearingVisual,2,29,hotel,0
R_3IRh1dxFxJDtLTT,DisappearingVisual,2,29,shampoo,1
R_3IRh1dxFxJDtLTT,DisappearingVisual,2,29,toaster,0
R_3IRzMarZjxfCW9f,DisappearingVisual,1,37,brownies,0
R_3IRzMarZjxfCW9f,DisappearingVisual,1,37,hotel,0
R_3IRzMarZjxfCW9f,DisappearingVisual,1,37,shampoo,1
R_3IRzMarZjxfCW9f,DisappearingVisual,1,37,toaster,1
R_3iUPn7EEsZFEDy2,DisappearingVisual,2,46,brownies,1
R_3iUPn7EEsZFEDy2,DisappearingVisual,2,46,hotel,0
R_3iUPn7EEsZFEDy2,DisappearingVisual,2,46,shampoo,1
R_3iUPn7EEsZFEDy2,DisappearingVisual,2,46,toaster,1
R_3ivZqJ0QPm1FsKB,DisappearingVisual,1,32,brownies,1
R_3ivZqJ0QPm1FsKB,DisappearingVisual,1,32,hotel,1
R_3ivZqJ0QPm1FsKB,DisappearingVisual,1,32,shampoo,1
R_3ivZqJ0QPm1FsKB,DisappearingVisual,1,32,toaster,1
R_3IWd9sqkVPoxaFQ,DisappearingVisual,1,34,brownies,0
R_3IWd9sqkVPoxaFQ,DisappearingVisual,1,34,hotel,1
R_3IWd9sqkVPoxaFQ,DisappearingVisual,1,34,shampoo,0
R_3IWd9sqkVPoxaFQ,DisappearingVisual,1,34,toaster,1
R_3ixVoCEBG0gTzlQ,Auditory,2,48,brownies,0
R_3ixVoCEBG0gTzlQ,Auditory,2,48,hotel,1
R_3ixVoCEBG0gTzlQ,Auditory,2,48,shampoo,0
R_3ixVoCEBG0gTzlQ,Auditory,2,48,toaster,1
R_3j1YDm8M5bQDpqQ,Auditory,1,31,brownies,0
R_3j1YDm8M5bQDpqQ,Auditory,1,31,hotel,1
R_3j1YDm8M5bQDpqQ,Auditory,1,31,shampoo,0
R_3j1YDm8M5bQDpqQ,Auditory,1,31,toaster,0
R_3J2YSlgtQr1Hdy0,DisappearingVisual,2,88,brownies,1
R_3J2YSlgtQr1Hdy0,DisappearingVisual,2,88,hotel,0
R_3J2YSlgtQr1Hdy0,DisappearingVisual,2,88,shampoo,0
R_3J2YSlgtQr1Hdy0,DisappearingVisual,2,88,toaster,0
R_3j8a81CRIB3m6mx,Auditory,2,45,brownies,1
R_3j8a81CRIB3m6mx,Auditory,2,45,hotel,1
R_3j8a81CRIB3m6mx,Auditory,2,45,shampoo,1
R_3j8a81CRIB3m6mx,Auditory,2,45,toaster,1
R_3J8XQTqES5E5FKL,Auditory,1,22,brownies,1
R_3J8XQTqES5E5FKL,Auditory,1,22,hotel,1
R_3J8XQTqES5E5FKL,Auditory,1,22,shampoo,1
R_3J8XQTqES5E5FKL,Auditory,1,22,toaster,1
R_3J94Cat01UXT43R,DisappearingVisual,2,37,brownies,1
R_3J94Cat01UXT43R,DisappearingVisual,2,37,hotel,1
R_3J94Cat01UXT43R,DisappearingVisual,2,37,shampoo,0
R_3J94Cat01UXT43R,DisappearingVisual,2,37,toaster,0
R_3je5RMg3sRTiXsT,Auditory,2,31,brownies,0
R_3je5RMg3sRTiXsT,Auditory,2,31,hotel,1
R_3je5RMg3sRTiXsT,Auditory,2,31,shampoo,0
